0,0,0
4.004e-08,0,0
8.008e-08,0,0
1.2012e-07,0,0
1.6016e-07,0,0
2.002e-07,0,0
2.4024e-07,0,0
2.8028e-07,0,0
3.2032e-07,0,0
3.6036e-07,0,0
4.004e-07,0,0
4.4044e-07,0,0
4.8048e-07,0,0
5.2052e-07,0,0
5.6056e-07,0,0
6.006e-07,0,0
6.4064e-07,0,0
6.8068e-07,0,0
7.2072e-07,0,0
7.6076e-07,0,0
8.008e-07,0,0
8.4084e-07,0,0
8.8088e-07,0,0
9.2092e-07,0,0
9.6096e-07,0,0
1.001e-06,0,0
1.041e-06,0,0
1.0811e-06,0,0
1.1211e-06,0,0
1.1612e-06,0,0
1.2012e-06,0,0
1.2412e-06,0,0
1.2813e-06,0,0
1.3213e-06,0,0
1.3614e-06,0,0
1.4014e-06,0,0
1.4414e-06,0,0
1.4815e-06,0,0
1.5215e-06,0,0
1.5616e-06,0,0
1.6016e-06,0,0
1.6416e-06,0,0
1.6817e-06,0,0
1.7217e-06,0,0
1.7618e-06,0,0
1.8018e-06,0,0
1.8418e-06,0,0
1.8819e-06,0,0
1.9219e-06,0,0
1.962e-06,0,0
2.002e-06,0,0
2.042e-06,0,0
2.0821e-06,0,0
2.1221e-06,0,0
2.1622e-06,0,0
2.2022e-06,0,0
2.2422e-06,0,0
2.2823e-06,0,0
2.3223e-06,0,0
2.3624e-06,0,0
2.4024e-06,0,0
2.4424e-06,0,0
2.4825e-06,0,0
2.5225e-06,0,0
2.5626e-06,0,0
2.6026e-06,0,0
2.6426e-06,0,0
2.6827e-06,0,0
2.7227e-06,0,0
2.7628e-06,0,0
2.8028e-06,0,0
2.8428e-06,0,0
2.8829e-06,0,0
2.9229e-06,0,0
2.963e-06,0,0
3.003e-06,0,0
3.043e-06,0,0
3.0831e-06,0,0
3.1231e-06,0,0
3.1632e-06,0,0
3.2032e-06,0,0
3.2432e-06,0,0
3.2833e-06,0,0
3.3233e-06,0,0
3.3634e-06,0,0
3.4034e-06,0,0
3.4434e-06,0,0
3.4835e-06,0,0
3.5235e-06,0,0
3.5636e-06,0,0
3.6036e-06,0,0
3.6436e-06,0,0
3.6837e-06,0,0
3.7237e-06,0,0
3.7638e-06,0,0
3.8038e-06,0,0
3.8438e-06,0,0
3.8839e-06,0,0
3.9239e-06,0,0
3.964e-06,0,0
4.004e-06,0,0
4.044e-06,0,1.478e-16
4.0841e-06,0,3.7029e-14
4.1241e-06,0,9.2866e-13
4.1642e-06,0,9.0761e-12
4.2042e-06,0,5.2925e-11
4.2442e-06,0,2.2261e-10
4.2843e-06,0,7.4728e-10
4.3243e-06,0,2.1269e-09
4.3644e-06,0,5.3363e-09
4.4044e-06,0,1.2121e-08
4.4444e-06,0,2.54e-08
4.4845e-06,0,4.9805e-08
4.5245e-06,0,9.2351e-08
4.5646e-06,0,1.6328e-07
4.6046e-06,0,2.7709e-07
4.6446e-06,0,4.5371e-07
4.6847e-06,0,7.1993e-07
4.7247e-06,0,1.111e-06
4.7648e-06,0,1.6724e-06
4.8048e-06,0,2.4619e-06
4.8448e-06,0,3.552e-06
4.8849e-06,0,5.032e-06
4.9249e-06,0,7.0108e-06
4.965e-06,0,9.62e-06
5.005e-06,0,1.3017e-05
5.045e-06,0,1.7387e-05
5.0851e-06,0,2.2948e-05
5.1251e-06,0,2.9953e-05
5.1652e-06,0,3.8697e-05
5.2052e-06,0,4.9514e-05
5.2452e-06,0,6.2786e-05
5.2853e-06,0,7.8948e-05
5.3253e-06,0,9.8488e-05
5.3654e-06,0,0.00012195
5.4054e-06,0,0.00014995
5.4454e-06,0,0.00018315
5.4855e-06,0,0.0002223
5.5255e-06,0,0.00026823
