0,0,0
2.5025e-08,0,0
5.005e-08,0,0
7.5075e-08,0,0
1.001e-07,0,0
1.2513e-07,0,0
1.5015e-07,0,0
1.7518e-07,0,0
2.002e-07,0,0
2.2523e-07,0,0
2.5025e-07,0,0
2.7528e-07,0,0
3.003e-07,0,0
3.2533e-07,0,0
3.5035e-07,0,0
3.7538e-07,0,0
4.004e-07,0,0
4.2543e-07,0,0
4.5045e-07,0,0
4.7548e-07,0,0
5.005e-07,0,0
5.2553e-07,0,0
5.5055e-07,0,0
5.7558e-07,0,0
6.006e-07,0,0
6.2563e-07,0,0
6.5065e-07,0,0
6.7568e-07,0,0
7.007e-07,0,0
7.2573e-07,0,0
7.5075e-07,0,0
7.7578e-07,0,0
8.008e-07,0,0
8.2583e-07,0,0
8.5085e-07,0,0
8.7588e-07,0,0
9.009e-07,0,0
9.2593e-07,0,0
9.5095e-07,0,0
9.7598e-07,0,0
1.001e-06,0,0
1.026e-06,0,5.3627e-12
1.0511e-06,0,3.3718e-10
1.0761e-06,0,3.7728e-09
1.1011e-06,0,2.0822e-08
1.1261e-06,0,7.8009e-08
1.1512e-06,0,2.2875e-07
1.1762e-06,0,5.6638e-07
1.2012e-06,0,1.2391e-06
1.2262e-06,0,2.466e-06
1.2513e-06,0,4.5547e-06
1.2763e-06,0,7.9196e-06
1.3013e-06,0,1.31e-05
1.3263e-06,0,2.0779e-05
1.3514e-06,0,3.1803e-05
1.3764e-06,0,4.7198e-05
1.4014e-06,0,6.8191e-05
1.4264e-06,0,9.6222e-05
1.4515e-06,0,0.00013297
1.4765e-06,0,0.00018034
1.5015e-06,0,0.00024053
1.5265e-06,0,0.00031598
1.5516e-06,0,0.00040943
1.5766e-06,0,0.00052392
1.6016e-06,0,0.00066275
1.6266e-06,0,0.00082958
1.6517e-06,0,0.0010283
1.6767e-06,0,0.0012633
1.7017e-06,0,0.0015389
1.7267e-06,0,0.0018602
1.7518e-06,0,0.0022322
1.7768e-06,0,0.0026604
1.8018e-06,0,0.0031506
1.8268e-06,0,0.0037088
1.8519e-06,0,0.0043413
1.8769e-06,0,0.0050546
1.9019e-06,0,0.0058555
1.9269e-06,0,0.0067509
1.952e-06,0,0.0077481
1.977e-06,0,0.0088544
2.002e-06,0,0.010077
2.027e-06,0,0.011425
2.0521e-06,0,0.012904
2.0771e-06,0,0.014523
2.1021e-06,0,0.016289
2.1271e-06,0,0.018212
2.1522e-06,0,0.020297
2.1772e-06,0,0.022555
2.2022e-06,0,0.024991
2.2272e-06,0,0.027614
2.2523e-06,0,0.030431
2.2773e-06,0,0.03345
2.3023e-06,0,0.036678
2.3273e-06,0,0.040123
2.3524e-06,0,0.043789
2.3774e-06,0,0.047686
2.4024e-06,0,0.051817
2.4274e-06,0,0.05619
2.4525e-06,0,0.06081
2.4775e-06,0,0.065681
2.5025e-06,0,0.07081
2.5275e-06,0,0.076199
2.5526e-06,0,0.081852
2.5776e-06,0,0.087774
2.6026e-06,0,0.093966
2.6276e-06,0,0.10043
2.6527e-06,0,0.10717
2.6777e-06,0,0.11419
2.7027e-06,0,0.12148
2.7277e-06,0,0.12905
2.7528e-06,0,0.1369
2.7778e-06,0,0.14502
2.8028e-06,0,0.15342
2.8278e-06,0,0.16209
2.8529e-06,0,0.17102
2.8779e-06,0,0.18023
2.9029e-06,0,0.18969
2.9279e-06,0,0.19941
2.953e-06,0,0.20938
2.978e-06,0,0.2196
3.003e-06,0,0.23006
3.028e-06,0,0.24075
3.0531e-06,0,0.25167
3.0781e-06,0,0.2628
3.1031e-06,0,0.27415
3.1281e-06,0,0.28569
3.1532e-06,0,0.29743
3.1782e-06,0,0.30935
3.2032e-06,0,0.32144
3.2282e-06,0,0.3337
3.2533e-06,0,0.3461
3.2783e-06,0,0.35865
3.3033e-06,0,0.37132
3.3283e-06,0,0.38411
3.3534e-06,0,0.39701
3.3784e-06,0,0.41
3.4034e-06,0,0.42307
3.4284e-06,0,0.43621
3.4535e-06,0,0.44941
3.4785e-06,0,0.46265
3.5035e-06,0,0.47593
3.5285e-06,0,0.48922
3.5536e-06,0,0.50253
3.5786e-06,0,0.51582
3.6036e-06,0,0.52911
3.6286e-06,0,0.54236
